,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,unit
182,KRW-BTC,2023-08-30T14:08:00,2023-08-30T23:08:00,37080000.0,37080000.0,37045000.0,37079000.0,1693404539541,37823765.95229,1.02019247,1
183,KRW-BTC,2023-08-30T14:07:00,2023-08-30T23:07:00,37080000.0,37097000.0,37041000.0,37080000.0,1693404477369,39010465.81391,1.05247645,1
184,KRW-BTC,2023-08-30T14:06:00,2023-08-30T23:06:00,37134000.0,37141000.0,37092000.0,37092000.0,1693404419892,56912991.55193,1.53368569,1
185,KRW-BTC,2023-08-30T14:05:00,2023-08-30T23:05:00,37125000.0,37143000.0,37117000.0,37117000.0,1693404359725,80201092.139,2.15982669,1
186,KRW-BTC,2023-08-30T14:04:00,2023-08-30T23:04:00,37118000.0,37126000.0,37117000.0,37125000.0,1693404299098,131306921.43699,3.53736528,1
187,KRW-BTC,2023-08-30T14:03:00,2023-08-30T23:03:00,37062000.0,37130000.0,37062000.0,37118000.0,1693404237948,94829197.39121,2.5549951,1
188,KRW-BTC,2023-08-30T14:02:00,2023-08-30T23:02:00,37049000.0,37075000.0,37022000.0,37062000.0,1693404179081,133261305.99244,3.59716787,1
189,KRW-BTC,2023-08-30T14:01:00,2023-08-30T23:01:00,37050000.0,37050000.0,37027000.0,37049000.0,1693404115708,29298670.2369,0.79109924,1
190,KRW-BTC,2023-08-30T14:00:00,2023-08-30T23:00:00,37052000.0,37070000.0,37027000.0,37050000.0,1693404059816,100455797.74202,2.71229706,1
191,KRW-BTC,2023-08-30T13:59:00,2023-08-30T22:59:00,37086000.0,37086000.0,37052000.0,37075000.0,1693403998860,25844487.0172,0.69728599,1
192,KRW-BTC,2023-08-30T13:58:00,2023-08-30T22:58:00,37077000.0,37090000.0,37057000.0,37086000.0,1693403937754,102661510.88247,2.76910785,1
193,KRW-BTC,2023-08-30T13:57:00,2023-08-30T22:57:00,37089000.0,37090000.0,37076000.0,37090000.0,1693403876729,72731540.20477,1.96110473,1
194,KRW-BTC,2023-08-30T13:56:00,2023-08-30T22:56:00,37089000.0,37090000.0,37086000.0,37090000.0,1693403819528,70541876.42491,1.90195923,1
195,KRW-BTC,2023-08-30T13:55:00,2023-08-30T22:55:00,37080000.0,37089000.0,37080000.0,37089000.0,1693403759726,20272639.70619,0.54667304,1
196,KRW-BTC,2023-08-30T13:54:00,2023-08-30T22:54:00,37073000.0,37084000.0,37072000.0,37080000.0,1693403698617,124015356.46364,3.34512517,1
197,KRW-BTC,2023-08-30T13:53:00,2023-08-30T22:53:00,37052000.0,37075000.0,37052000.0,37073000.0,1693403638960,53976520.01298,1.45630803,1
198,KRW-BTC,2023-08-30T13:52:00,2023-08-30T22:52:00,37035000.0,37075000.0,37033000.0,37052000.0,1693403579855,113616425.4013,3.0663842,1
199,KRW-BTC,2023-08-30T13:51:00,2023-08-30T22:51:00,36999000.0,37035000.0,36999000.0,37021000.0,1693403519805,174770463.27595,4.72039463,1
